Stream,Year,Date,Month,Lab ID,Conductivity,TDS,Hardness,pH,TSS,IB,Turbidity,Alkalinity,Bicarbonate,Carbonate,Hydroxide,Chloride,Fluoride,Sulphate,AmmoniaN,NitrateN,NitriteN,Orthophosphate ,Phosphorus,TKN,Aluminum,Antimony ,Arsenic,Barium ,Beryllium,Bismuth,Boron ,Cadmium,Calcium,Cesium,Chromium,Cobalt,Copper,Iron,Lead,Lithium,Magnesium,Manganese,Mercury,Molybdenum,Nickel,Potassium,Rubidium,Selenium,Silicon,Silver,Sodium,Strontium,Sulfur,Tellurium,Thallium,Thorium,Tin,Titanium,Tungsten,Uranium,Vanadium,Zinc,Zirconium,TOC,Notes
Nema-Martine,2013,2-Jul-13,July,L1328278-14,343,193,54.5,7.66,<3.0,,0.4,25.5,25.5,<2.0,<2.0,51.3,,50.8,0.0115,0.417,0.0025,<0.0010,0.0068,0.29,0.0228,0.00036,0.000281,0.0338,<0.000010,,0.0206,0.000014,12.3,,0.00015,0.00013,0.0011,0.068,<0.000010,,5.74,0.0143,<0.000010,0.0231,0.00172,11.8,,0.000079,0.116,<0.000010,38.9,0.244,,,,,,,,0.000165,0.000098,0.0011,,4.7,
Slipper-Lac de Gras,2013,2-Jul-13,July,L1328278-15,151,84.3,26,7.44,<3.0,,0.62,12.7,12.7,<2.0,<2.0,21.5,,21.4,0.011,0.0579,0.0017,<0.0010,0.0065,0.32,0.0244,0.00013,0.000265,0.0143,<0.000010,,0.0072,<0.000010,5.63,,0.00012,<0.00010,0.00093,0.069,<0.000010,,2.91,0.00858,<0.000010,0.00669,0.000813,4.97,,<0.000040,0.12,<0.000010,15.6,0.103,,,,,,,,0.000084,0.000089,<0.0010,,4.35,
Slipper-Lac de Gras,2013,2-Jul-13,July,L1328278-16,151,83.8,25.8,7.45,<3.0,,0.54,12.9,12.9,<2.0,<2.0,21.4,,21.4,0.0078,0.059,0.0014,<0.0010,0.0065,0.258,0.0241,0.00014,0.000267,0.0142,<0.000010,,0.0071,<0.000010,5.6,,0.0001,<0.00010,0.00095,0.072,<0.000010,,2.87,0.0088,<0.000010,0.00673,0.000803,4.91,,<0.000040,0.122,<0.000010,15.2,0.102,,,,,,,,0.000084,0.000099,0.002,,4.3,
Vulture-Polar,2013,2-Jul-13,July,L1328278-5,13.3,10.4,4.72,6.96,<3.0,,0.4,4.5,4.5,<2.0,<2.0,<0.50,,1.57,0.0129,<0.0050,<0.0010,<0.0010,0.0054,0.207,0.0389,<0.00010,0.000215,0.0038,<0.000010,,<0.0050,<0.000010,0.745,,0.00015,0.00012,0.00099,0.11,<0.000010,,0.694,0.00419,<0.000010,<0.000050,0.000794,0.479,,<0.000040,0.287,<0.000010,0.528,0.00593,,,,,,,,0.000043,0.000074,<0.0010,,3.45,
Vulture-Polar,2013,2-Jul-13,July,L1328278-6,13.7,10.2,4.61,6.94,<3.0,,0.47,4.3,4.3,<2.0,<2.0,<0.50,,1.56,<0.0050,<0.0050,<0.0010,<0.0010,0.006,0.197,0.0403,<0.00010,0.000207,0.00375,<0.000010,,<0.0050,<0.000010,0.723,,0.00014,0.00012,0.00091,0.112,<0.000010,,0.681,0.00446,<0.000010,<0.000050,0.000766,0.474,,<0.000040,0.293,<0.000010,0.512,0.00585,,,,,,,,0.000041,0.000068,<0.0010,,3.53,
AEMPFB-STR,2013,3-Jul-13,July,L1328275-1,<2.0,<1.0,<0.50,5.71,<3.0,,<0.10,<2.0,<2.0,<2.0,<2.0,<0.50,,<0.50,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.000020,<0.000050,<0.000010,,0.0069,<0.000010,<0.020,,<0.00010,<0.00010,<0.00010,<0.010,<0.000010,,<0.0050,<0.000050,<0.000010,<0.000050,<0.000050,<0.050,,<0.000040,<0.050,<0.000010,<0.010,<0.00010,,,,,,,,<0.000010,<0.000050,<0.0010,,<0.50,
AEMPTB-STR,2013,3-Jul-13,July,L1328275-2,<2.0,<1.0,<0.50,5.65,<3.0,,<0.10,<2.0,<2.0,<2.0,<2.0,<0.50,,<0.50,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.000020,<0.000050,<0.000010,,<0.0050,<0.000010,<0.020,,<0.00010,<0.00010,<0.00010,<0.010,<0.000010,,<0.0050,<0.000050,<0.000010,<0.000050,<0.000050,<0.050,,<0.000040,<0.050,<0.000010,<0.010,<0.00010,,,,,,,,<0.000010,<0.000050,<0.0010,,<0.50,
Lower PDC,2013,3-Jul-13,July,L1328275-3,23.9,17.1,8.32,6.82,<3.0,,0.56,5.8,5.8,<2.0,<2.0,<0.50,,3.96,0.0052,0.0323,<0.0010,<0.0010,0.006,0.216,0.0658,<0.00010,0.000299,0.00779,<0.000010,,<0.0050,<0.000010,1.45,,0.00025,0.00012,0.0022,0.142,0.000027,,1.14,0.00469,<0.000010,0.000052,0.00166,0.906,,<0.000040,0.42,<0.000010,0.751,0.0112,,,,,,,,0.000128,0.000168,0.0034,,5.07,
Lower PDC,2013,3-Jul-13,July,L1328275-4,23.6,17.2,8.49,6.87,<3.0,,0.61,5.6,5.6,<2.0,<2.0,<0.50,,3.94,<0.0050,0.0204,<0.0010,<0.0010,0.0065,0.232,0.0694,<0.00010,0.000311,0.00785,<0.000010,,0.0051,<0.000010,1.49,,0.00027,0.00012,0.00222,0.154,0.000028,,1.16,0.00518,<0.000010,0.000056,0.00164,0.921,,<0.000040,0.422,<0.000010,0.757,0.0115,,,,,,,,0.000129,0.000192,0.0038,,5.22,
1616-43 (KPSF),2013,7-Jul-13,July,L1331789-1,275,,107,7.9,<3.0,,1.04,29.4,,,,5.86,,89.8,0.0089,0.0057,<0.0010,<0.0010,0.0139,,0.0099,<0.00010,0.00126,0.0183,<0.00010,,0.017,0.000017,15.5,,<0.00050,0.0002,0.00073,0.163,<0.000050,,16.5,0.0143,<0.000010,0.00773,0.00301,9.3,,<0.00010,0.127,<0.000010,7.1,0.167,,,,,,,,0.000851,<0.0010,<0.0030,,6.59,
Pigeon Stream R1,2013,8-Jul-13,July,,,,7.87,6.97,14.7,,,,,,,,,,,,,,,,0.0652,<0.00010,0.0003,0.00533,<0.00010,,<0.010,0.000032,1.37,,<0.00050,0.00029,0.00092,0.221,<0.000050,,1.08,0.0135,<0.000010,0.000225,0.0014,<2.0,,<0.00010,0.288,<0.000010,<2.0,0.0111,,,,,,,,0.000062,<0.0010,<0.0030,,,
Pigeon Stream R7,2013,8-Jul-13,July,,,,6.74,6.73,<3.0,,,,,,,,,,,,,,,,0.0233,<0.00010,0.00024,0.00348,<0.00010,,<0.010,<0.000010,1.14,,<0.00050,0.00011,0.00126,0.095,<0.000050,,0.95,0.0084,<0.000010,<0.000050,0.00152,<2.0,,<0.00010,0.16,<0.000010,<2.0,0.00857,,,,,,,,0.000027,<0.0010,<0.0030,,,
1616-43 (KPSF),2013,13-Jul-13,July,L1333396-1,288,,108,7.87,<3.0,,1.04,31.1,,,,6.02,,93.7,0.0109,0.0419,<0.0010,<0.0010,0.0135,,0.0195,<0.00010,0.00116,0.0179,<0.00010,,0.014,<0.000010,15.8,,<0.00050,0.00016,0.00064,0.195,<0.000050,,16.7,0.0112,<0.000010,0.00808,0.00286,9.4,,<0.00010,0.274,<0.000010,7.2,0.175,,,,,,,,0.000759,<0.0010,<0.0030,,6.56,
Mossing Outflow,2013,14-Jul-13,July,L1333421-1,45.4,30.3,14.8,7.18,<3.0,,0.87,9.6,9.6,<2.0,<2.0,0.66,,9.22,<0.0050,0.0079,<0.0010,<0.0010,0.0058,0.27,0.0223,<0.00010,0.000466,0.00425,<0.000010,,<0.0050,<0.000010,2.23,,<0.00010,<0.00010,0.0013,0.094,0.000014,,2.25,0.00565,<0.000010,0.000086,0.00129,1.5,,0.000051,0.284,<0.000010,1.49,0.0162,,,,,,,,0.000103,0.000058,0.0028,,7,
Mossing Outflow,2013,14-Jul-13,July,L1333421-2,45.4,28.7,14.8,7.25,<3.0,,0.46,9.4,9.4,<2.0,<2.0,0.65,,9.21,<0.0050,<0.0050,<0.0010,<0.0010,0.0062,0.273,0.0237,<0.00010,0.000486,0.00414,<0.000010,,<0.0050,<0.000010,2.16,,0.00011,<0.00010,0.00132,0.094,0.00001,,2.29,0.00577,<0.000010,0.000107,0.00134,1.53,,<0.000040,0.278,<0.000010,1.49,0.0161,,,,,,,,0.000106,0.000069,0.0012,,5.57,
Pigeon Stream R1,2013,14-Jul-13,July,,,,,6.78,<3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1616-30 (LLCF),2013,15-Jul-13,July,L1334223-1,685,,87,7.92,<3.0,,1.09,45.4,,,,101,,108,<0.0050,2.7,0.0064,<0.0010,0.006,,0.0385,0.00094,0.00055,0.053,<0.00010,,0.029,<0.000050,20.2,,<0.00050,<0.00010,0.00295,0.036,0.00124,,8.85,0.00595,<0.000010,0.0646,0.0038,22.7,,0.00025,0.345,<0.000010,85.1,0.469,,,,,,,,0.000531,<0.0010,0.0044,,4.09,
Nero-Nema,2013,15-Jul-13,July,L1334229-1,487,,75.1,7.85,<3.0,,0.65,29.3,,,,73.9,,73.8,0.013,0.909,0.0033,<0.0010,0.0084,,0.0293,0.00053,0.00036,0.0412,<0.00010,,0.021,0.000011,17,,<0.00050,<0.00010,0.00149,0.075,<0.000050,,7.95,0.00803,<0.000010,0.0383,0.00207,16.2,,0.00011,0.139,<0.000010,58.2,0.357,,,,,,,,0.000344,<0.0010,<0.0030,,4.89,
1616-30 (LLCF),2013,22-Jul-13,July,L1337374-1,741,,94.4,7.77,<3.0,,0.81,46.5,,,,112,,119,<0.0050,3.08,0.012,<0.0010,0.0051,,0.0288,0.00104,0.00065,0.0566,<0.00010,,0.032,0.000023,22,,<0.00050,<0.00010,0.00156,<0.030,0.0001,,9.59,0.00484,<0.000010,0.0727,0.00407,26.8,,0.00031,0.365,<0.000010,94.2,0.505,,,,,,,,0.000549,<0.0010,<0.0030,,4.07,
Nero-Nema,2013,22-Jul-13,July,L1337381-1,531,290,79.8,7.85,<3.0,,0.63,36.7,,,,81.9,,81.8,0.0139,1.08,0.0042,<0.0010,0.0066,,0.0242,0.00059,0.00714,0.0407,<0.00010,,0.037,0.000013,17.8,,<0.00050,<0.00010,0.00136,0.044,<0.000050,,8.59,0.00688,<0.000010,0.041,0.00211,18.9,,0.00012,0.126,<0.000010,66,0.372,,,,,,,,0.000368,<0.0010,<0.0030,,5.31,
Pigeon Stream R1,2013,28-Jul-13,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0.000010,,,,,,,,,,,,,,,,,,,,,,
Pigeon Stream R1,2013,28-Jul-13,July,,,,10.2,7.07,<3.0,,,,,,,,,,,,,,,,0.0486,<0.00010,0.00032,0.00635,<0.00010,,<0.010,<0.000010,1.76,,<0.00050,0.00033,0.00095,0.235,<0.000050,,1.4,0.0158,<0.000010,0.000327,0.002,<2.0,,<0.00010,0.462,<0.000010,<2.0,0.0146,,,,,,,,0.000091,<0.0010,<0.0030,,,
1616-30 (LLCF),2013,29-Jul-13,August,L1341274-1,761,,99.9,8.1,<3.0,,0.93,49.9,,,,116,,125,<0.0050,3.28,0.019,<0.0010,0.0048,,0.0268,0.00112,0.00067,0.0586,<0.00010,,0.029,<0.000030,23.3,,<0.00050,<0.00010,0.00122,<0.030,0.000488,,10.1,0.00389,<0.000010,0.079,0.00436,27,,0.00036,0.363,<0.000010,92.9,0.549,,,,,,,,0.000586,<0.0010,<0.0030,,3.78,
Nero-Nema,2013,29-Jul-13,July,L1341274-2,533,,80.1,7.96,<3.0,,0.77,39.2,,,,82.9,,82.9,0.0096,1.11,0.0052,<0.0010,0.0067,,0.0167,0.00061,0.00035,0.0426,<0.00010,,0.018,0.000014,18.1,,<0.00050,<0.00010,0.00132,0.031,<0.000050,,8.5,0.00623,<0.000010,0.0425,0.00224,18.2,,0.00013,0.074,<0.000010,59.7,0.382,,,,,,,,0.000371,<0.0010,<0.0030,,4.71,
1616-43 (KPSF),2013,30-Jul-13,August,L1343198-2,296,181,108,7.78,<3.0,,1.85,33,33,<2.0,<2.0,6.71,,98.3,0.0066,0.0144,<0.0010,<0.0010,0.0125,0.455,0.0141,<0.00010,0.0013,0.017,<0.000010,,0.0134,<0.000010,15.9,,<0.00010,0.00026,0.0006,0.164,<0.000010,,16.5,0.0252,<0.000010,0.00682,0.00278,9.92,,0.000086,0.18,<0.000010,7.2,0.174,,,,,,,,0.000761,0.000064,<0.0010,,6.08,
1616-43 (KPSF),2013,30-Jul-13,August,L1343198-3,295,180,107,7.97,<3.0,,1.03,33.2,33.2,<2.0,<2.0,6.7,,98,0.0072,0.0145,<0.0010,<0.0010,0.013,0.434,0.0134,<0.00010,0.00131,0.0172,<0.000010,,0.0134,<0.000010,15.8,,<0.00010,0.00028,0.00061,0.161,<0.000010,,16.3,0.0247,<0.000010,0.00668,0.00274,9.9,,0.000089,0.181,<0.000010,7.2,0.171,,,,,,,,0.000757,0.000076,<0.0010,,6.1,
AEMPTB-STR,2013,30-Jul-13,August,L1343198-1,<2.0,<1.0,<0.50,6.1,<3.0,,<0.10,<2.0,<2.0,<2.0,<2.0,<0.50,,<0.50,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.000020,<0.000050,<0.000010,,0.0053,<0.000010,<0.020,,<0.00010,<0.00010,<0.00010,<0.010,<0.000010,,<0.0050,<0.000050,<0.000010,<0.000050,<0.000050,<0.050,,<0.000040,<0.050,<0.000010,0.012,<0.00010,,,,,,,,<0.000010,<0.000050,<0.0010,,<0.50,
AEMPFB-STR,2013,4-Aug-13,August,L1344787-11,<2.0,<1.0,<0.50,5.93,<3.0,,<0.10,<2.0,<2.0,<2.0,<2.0,<0.50,,<0.50,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.000020,<0.000050,<0.000010,,0.006,<0.000010,<0.020,,<0.00010,<0.00010,<0.00010,<0.010,<0.000010,,<0.0050,<0.000050,<0.000010,<0.000050,<0.000050,<0.050,,<0.000040,<0.050,<0.000010,<0.010,<0.00010,,,,,,,,<0.000010,<0.000050,<0.0010,,<0.50,
AEMPFB-STR,2013,4-Aug-13,August,L1344787-12,<2.0,<1.0,<0.50,5.87,<3.0,,<0.10,<2.0,<2.0,<2.0,<2.0,<0.50,,<0.50,<0.0050,<0.0050,<0.0010,<0.0010,<0.0020,<0.050,<0.0010,<0.00010,<0.000020,<0.000050,<0.000010,,0.0058,<0.000010,<0.020,,<0.00010,<0.00010,<0.00010,<0.010,<0.000010,,<0.0050,<0.000050,<0.000010,<0.000050,<0.000050,<0.050,,<0.000040,<0.050,<0.000010,<0.010,<0.00010,,,,,,,,<0.000010,<0.000050,<0.0010,,<0.50,
Christine-Lac du Sauvage,2013,4-Aug-13,August,L1344787-7,55.2,34.9,17.5,7.25,<3.0,,0.46,8,8,<2.0,<2.0,0.98,,14.6,0.009,<0.0050,<0.0010,<0.0010,0.0063,0.262,0.0121,<0.00010,0.000404,0.00461,<0.000010,,<0.0050,<0.000010,2.44,,<0.00010,<0.00010,0.00086,0.041,<0.000010,,2.76,0.00885,<0.000010,0.000089,0.000774,2,,<0.000040,0.097,<0.000010,1.66,0.0187,,,,,,,,0.000024,<0.000050,<0.0010,,5.53,
Christine-Lac du Sauvage,2013,4-Aug-13,August,L1344787-8,55,35.4,17.9,7,<3.0,,0.76,8.1,8.1,<2.0,<2.0,0.98,,14.7,0.0077,<0.0050,<0.0010,<0.0010,0.0065,0.279,0.0114,<0.00010,0.0004,0.00465,0.000032,,<0.0050,<0.000010,2.53,,<0.00010,<0.00010,0.00085,0.042,<0.000010,,2.82,0.00907,<0.000010,0.000117,0.000704,1.95,,<0.000040,0.105,<0.000010,1.68,0.0193,,,,,,,,0.000025,0.000065,<0.0010,,5.83,
Counts Outflow,2013,4-Aug-13,August,L1344787-1,15,9,4.32,7.36,<3.0,,0.49,4,4,<2.0,<2.0,<0.50,,1.25,<0.0050,<0.0050,<0.0010,<0.0010,0.0076,0.192,0.0115,<0.00010,0.000284,0.00148,<0.000010,,<0.0050,<0.000010,0.687,,<0.00010,<0.00010,0.00051,0.082,<0.000010,,0.633,0.00419,<0.000010,<0.000050,0.000397,0.565,,<0.000040,0.14,<0.000010,0.628,0.00468,,,,,,,,0.000014,<0.000050,<0.0010,,2.72,
Counts Outflow,2013,4-Aug-13,August,L1344787-2,13.9,9.8,4.29,7.17,<3.0,,0.46,4.6,4.6,<2.0,<2.0,<0.50,,1.33,<0.0050,<0.0050,<0.0010,<0.0010,0.008,0.205,0.0107,<0.00010,0.000304,0.00144,<0.000010,,<0.0050,<0.000010,0.683,,<0.00010,<0.00010,0.00048,0.085,<0.000010,,0.628,0.00415,<0.000010,<0.000050,0.000361,0.551,,<0.000040,0.145,<0.000010,0.624,0.00468,,,,,,,,0.000014,<0.000050,<0.0010,,3.13,
Cujo Outflow,2013,4-Aug-13,August,L1344787-5,213,127,74.6,7.62,<3.0,,0.66,25.5,25.5,<2.0,<2.0,4.14,,67.2,0.0094,<0.0050,<0.0010,<0.0010,0.0078,0.343,0.008,<0.00010,0.000766,0.0135,<0.000010,,0.0078,<0.000010,10.7,,<0.00010,<0.00010,0.00057,0.131,<0.000010,,11.6,0.0104,<0.000010,0.00172,0.000986,6.63,,0.000045,<0.050,<0.000010,4.98,0.109,,,,,,,,0.000161,<0.000050,<0.0010,,6.57,
Cujo Outflow,2013,4-Aug-13,August,L1344787-6,214,126,77.7,7.65,4.2,,0.71,22.6,22.6,<2.0,<2.0,4.14,,67.4,0.0098,<0.0050,<0.0010,<0.0010,0.0079,0.335,0.0069,<0.00010,0.000768,0.0141,<0.000010,,0.0072,<0.000010,11.3,,<0.00010,0.00011,0.00058,0.132,<0.000010,,12,0.0103,<0.000010,0.00177,0.00102,6.65,,0.000056,<0.050,<0.000010,5.09,0.113,,,,,,,,0.000161,<0.000050,<0.0010,,6.01,
Mossing Outflow,2013,4-Aug-13,August,L1344787-9,45.2,31,14.4,7.18,<3.0,,0.61,9.5,9.5,<2.0,<2.0,0.7,,9.73,0.0052,<0.0050,<0.0010,<0.0010,0.0063,0.291,0.0196,<0.00010,0.0005,0.0041,<0.000010,,<0.0050,<0.000010,2.1,,0.00011,<0.00010,0.00141,0.114,0.000032,,2.24,0.00666,<0.000010,0.000097,0.00121,1.63,,<0.000040,0.211,<0.000010,1.81,0.0151,,,,,,,,0.000101,0.00007,0.0012,,6.96,
Mossing Outflow,2013,4-Aug-13,August,L1344787-10,44.9,31.1,14.7,7.18,<3.0,,0.49,9.3,9.3,<2.0,<2.0,0.7,,9.68,0.0054,<0.0050,<0.0010,<0.0010,0.0067,0.299,0.0204,<0.00010,0.00049,0.00407,<0.000010,,<0.0050,<0.000010,2.12,,0.00011,<0.00010,0.00141,0.107,0.000044,,2.29,0.00698,<0.000010,0.000098,0.00129,1.65,,<0.000040,0.196,<0.000010,1.71,0.0154,,,,,,,,0.000102,0.000086,0.0011,,7.2,
Nanuq Outflow,2013,4-Aug-13,August,L1344856-16,11.2,7.7,3.43,6.58,<3.0,,0.27,3.2,3.2,<2.0,<2.0,<0.50,,1.62,<0.0050,<0.0050,<0.0010,<0.0010,0.0031,0.114,0.0049,<0.00010,0.000122,0.00143,<0.000010,,<0.0050,<0.000010,0.602,,<0.00010,<0.00010,0.00041,0.019,<0.000010,,0.468,0.00162,<0.000010,<0.000050,0.000181,0.39,,<0.000040,0.08,<0.000010,0.497,0.00405,,,,,,,,0.000015,<0.000050,<0.0010,,2.12,
Nanuq Outflow,2013,4-Aug-13,August,L1344856-17,11.2,5.8,3.64,6.6,<3.0,,0.35,<2.0,<2.0,<2.0,<2.0,<0.50,,1.64,<0.0050,<0.0050,<0.0010,<0.0010,0.0033,0.118,0.0052,<0.00010,0.000121,0.00145,<0.000010,,<0.0050,<0.000010,0.696,,<0.00010,<0.00010,0.00039,0.019,<0.000010,,0.463,0.00163,<0.000010,<0.000050,0.000155,0.382,,<0.000040,0.078,<0.000010,0.493,0.0046,,,,,,,,0.000016,<0.000050,<0.0010,,2.13,
Vulture-Polar,2013,4-Aug-13,August,L1344787-3,13.8,10.3,4.71,7.05,<3.0,,0.4,4.4,4.4,<2.0,<2.0,<0.50,,1.6,<0.0050,0.0065,<0.0010,<0.0010,0.006,0.191,0.0275,<0.00010,0.000212,0.00311,<0.000010,,<0.0050,<0.000010,0.756,,<0.00010,<0.00010,0.00085,0.094,<0.000010,,0.686,0.00307,<0.000010,<0.000050,0.000622,0.484,,<0.000040,0.298,<0.000010,0.522,0.00595,,,,,,,,0.000037,0.000074,<0.0010,,3.43,
Vulture-Polar,2013,4-Aug-13,August,L1344787-4,13.7,10.2,4.68,6.98,<3.0,,0.44,4.2,4.2,<2.0,<2.0,<0.50,,1.61,<0.0050,0.0061,<0.0010,<0.0010,0.0055,0.196,0.0299,<0.00010,0.000194,0.00306,<0.000010,,<0.0050,<0.000010,0.752,,<0.00010,<0.00010,0.00094,0.094,<0.000010,,0.682,0.00302,<0.000010,<0.000050,0.000607,0.48,,<0.000040,0.296,<0.000010,0.525,0.00582,,,,,,,,0.000034,0.000065,<0.0010,,3.47,
1616-30 (LLCF),2013,5-Aug-13,August,L1344336-1,788,,101,7.69,<3.0,,0.76,58,,,,121,,131,<0.0050,3.44,0.022,<0.0010,0.0048,,0.0221,0.00117,0.00081,0.0599,<0.00010,,0.035,<0.000040,23.3,,<0.00050,<0.00010,0.00123,<0.030,0.000066,,10.5,0.00391,<0.000010,0.0799,0.0044,30.1,,0.00037,0.435,<0.000010,105,0.542,,,,,,,,0.000626,<0.0010,<0.0030,,3.65,
1616-30 (LLCF),2013,5-Aug-13,August,L1344311-1,790,459,105,7.95,<3.0,,0.87,57,57,<2.0,<2.0,119,,128,<0.0050,3.42,0.032,<0.0010,0.0056,3.65,0.0166,0.00106,0.000818,0.0609,<0.000010,,0.0328,<0.000030,25.1,,0.00013,<0.00010,0.00095,<0.010,0.000057,,10.3,0.00343,<0.000010,0.0776,0.00428,26.8,,0.000378,0.437,<0.000010,96.4,0.549,,,,,,,,0.00059,0.000327,<0.0010,,3.91,
1616-30 (LLCF),2013,5-Aug-13,August,L1344311-2,789,465,107,8,<3.0,,0.79,59.8,59.8,<2.0,<2.0,120,,129,<0.0050,3.44,0.029,<0.0010,0.0051,3.69,0.0177,0.00114,0.000752,0.0585,<0.000010,,0.0357,<0.000030,26,,0.00013,<0.00010,0.00099,<0.010,0.000058,,10.2,0.00345,<0.000010,0.0806,0.00424,27,,0.000389,0.452,<0.000010,97.5,0.569,,,,,,,,0.000596,0.000336,<0.0010,,3.66,
Nero-Nema,2013,5-Aug-13,August,L1344336-2,514,,78.6,7.74,<3.0,,0.69,38,,,,79.4,,80.4,0.0084,1.03,0.0068,<0.0010,0.0068,,0.032,0.00061,0.00037,0.0412,<0.00010,,0.026,0.000019,17.5,,<0.00050,<0.00010,0.00147,0.046,<0.000050,,8.45,0.0078,<0.000010,0.0426,0.0023,18.8,,0.00013,0.098,<0.000010,62.8,0.367,,,,,,,,0.000366,<0.0010,<0.0030,,4.76,
Lower PDC,2013,6-Aug-13,August,L1345089-3,25.7,17.8,8.6,7.2,<3.0,,0.69,5.9,5.9,<2.0,<2.0,<0.50,,4.27,0.0054,0.0567,<0.0010,<0.0010,0.0073,0.254,0.0511,<0.00010,0.00032,0.00819,<0.000010,,<0.0050,<0.000010,1.29,,0.0002,0.00012,0.00275,0.101,0.000029,,1.31,0.00492,<0.000010,0.000053,0.00165,1.07,,<0.000040,0.508,<0.000010,0.935,0.00976,,,,,,,,0.000105,0.00014,0.0053,,4.93,
Lower PDC,2013,6-Aug-13,August,L1345089-4,24.9,17.4,8.72,7.03,<3.0,,0.75,5.6,5.6,<2.0,<2.0,<0.50,,4.19,<0.0050,0.0554,<0.0010,<0.0010,0.0068,0.222,0.0423,<0.00010,0.000277,0.00733,0.000018,,<0.0050,<0.000010,1.57,,0.00015,0.00011,0.00243,0.1,0.000032,,1.16,0.00466,<0.000010,0.000085,0.00147,0.95,,<0.000040,0.496,<0.000010,0.84,0.0121,,,,,,,,0.000133,0.000148,0.0051,,4.97,
Kodiak-Little,2013,7-Aug-13,August,L1345901-1,27.7,19.3,8.61,7.23,<3.0,,0.57,6.3,6.3,<2.0,<2.0,0.86,,4.17,0.0053,<0.0050,<0.0010,<0.0010,0.0051,0.273,0.0263,<0.00010,0.00026,0.00717,<0.000010,,<0.0050,<0.000010,1.51,,0.0001,<0.00010,0.00147,0.051,<0.000010,,1.17,0.00432,<0.000010,0.000121,0.00165,1.04,,<0.000040,0.147,<0.000010,1.03,0.0128,,,,,,,,0.000071,0.00007,<0.0010,,5.61,
Kodiak-Little,2013,7-Aug-13,August,L1345901-2,26.8,19,8.58,7.16,<3.0,,0.44,6.2,6.2,<2.0,<2.0,0.86,,4.17,0.0068,<0.0050,<0.0010,<0.0010,0.0054,0.267,0.0259,<0.00010,0.000269,0.00713,<0.000010,,<0.0050,<0.000010,1.51,,0.00013,<0.00010,0.00141,0.051,<0.000010,,1.17,0.00382,<0.000010,0.000115,0.00157,1.04,,<0.000040,0.155,<0.000010,1.02,0.0128,,,,,,,,0.000072,0.000057,<0.0010,,5.44,
Leslie-Moose,2013,7-Aug-13,August,L1345901-3,809,467,110,7.99,<3.0,,0.74,63.6,63.6,<2.0,<2.0,122,,127,0.0185,2.58,0.017,<0.0010,0.0051,<0.57,0.0189,0.00107,0.000564,0.0607,<0.000010,,0.0288,<0.000040,25.6,,0.00013,<0.00010,0.001,0.013,<0.000010,,11.1,0.00337,<0.000010,0.0752,0.00304,29,,0.000289,0.142,<0.000010,98.1,0.579,,,,,,,,0.000582,0.000138,<0.0010,,4,
Leslie-Moose,2013,7-Aug-13,August,L1345901-4,812,468,110,8,<3.0,,0.44,61.3,61.3,<2.0,<2.0,122,,128,0.0203,2.59,0.017,<0.0010,0.0048,<0.59,0.022,0.00111,0.000532,0.0605,<0.000010,,0.0291,<0.000040,25.8,,0.00012,<0.00010,0.00102,0.013,<0.000010,,11.1,0.00341,<0.000010,0.075,0.00309,28.9,,0.000247,0.139,<0.000010,98.6,0.578,,,,,,,,0.000588,0.000134,<0.0010,,4.79,
Moose-Nero,2013,7-Aug-13,August,L1345901-5,589,332,80.7,7.93,<3.0,,0.41,41.2,41.2,<2.0,<2.0,86.2,,89.5,0.016,1.56,0.0093,<0.0010,0.0062,<0.38,0.0216,0.00074,0.000425,0.0433,<0.000010,,0.0209,0.000022,18.8,,0.00015,<0.00010,0.00136,0.035,0.000033,,8.21,0.0051,<0.000010,0.0514,0.00233,21.1,,0.000179,0.109,<0.000010,70.6,0.401,,,,,,,,0.000441,0.000087,0.0024,,5.43,
Moose-Nero,2013,7-Aug-13,August,L1345901-6,583,330,78.9,7.72,<3.0,,0.45,41.4,41.4,<2.0,<2.0,86.1,,89.5,0.0148,1.56,0.0092,<0.0010,0.0066,<0.38,0.0214,0.00073,0.000382,0.0435,<0.000010,,0.0221,<0.000020,18.4,,<0.00010,<0.00010,0.00126,0.038,<0.000010,,8.02,0.00553,<0.000010,0.0502,0.00212,21.5,,0.000162,0.107,<0.000010,69.8,0.418,,,,,,,,0.000443,0.000075,0.002,,5.12,
